ref,marque,nom,rayon,famille,prix,icone,dispo,cap,specs,photo,photos,actif,description
TVTEC40-STT5140,Smart Technology,"Téléviseur Smart techynology 40 "" Smart stt-5140sa",tv,Téléviseurs,102000,tv,jour,"40""",Type: LED | Taille: 40 pouces | Fonctions: Smart | Garantie: 12 mois,images/TVTEC40-STT5140-3.png,images/TVTEC40-STT5140-3.png;images/TVTEC40-STT5140-1.png;images/TVTEC40-STT5140-4.png;images/TVTEC40-STT5140-2.png,oui,"Téléviseur Smart Technology 40 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTEC50-STT5007,Smart Technology,"Téléviseur Smart techynology 50 "" Smart stt5007sa",tv,Téléviseurs,142500,tv,jour,"50""",Type: LED | Taille: 50 pouces | Fonctions: Smart | Garantie: 12 mois,images/TVTEC50-STT5007-2.png,images/TVTEC50-STT5007-2.png;images/TVTEC50-STT5007-1.jpg,oui,"Téléviseur Smart Technology 50 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F,Sony,"Téléviseur Sony 50 "" LED Smart UHD kdl50w660f",tv,Téléviseurs,361000,tv,jour,"50""",Type: LED | Taille: 50 pouces | Fonctions: Smart | Résolution: 4K UHD | Garantie: 12 mois,images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-1.png,images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-1.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-4.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3.png,oui,"Taille de l’écran: 50 “ 
Résolution d’affichage: 1920 x 1080 
Type de rétroéclairage: LED directe 
Wi-Fi: Wi-Fi 802.11b / g / n 
Système TV (numérique terrestre): DVB-T / T2 
Ports USB: 2 (côté / empilage) 
Amplificateur de mouvement: Motionflow XR 200 
HDR (plage dynamique élevée): HDR10, HLG 
Consommation électrique (en veille): 0,5 W 
Consommation électrique (en fonctionnement): 117W"
TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2,Sony,"Téléviseur Sony 50 "" LED Smart UHD kdl50w660f",tv,Téléviseurs,361000,tv,jour,"50""",Type: LED | Taille: 50 pouces | Fonctions: Smart | Résolution: 4K UHD | Garantie: 12 mois,images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2-2.png,images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2-2.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2-3.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2-1.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-2-4.png,oui,"Taille de l’écran: 50 “ 
Résolution d’affichage: 1920 x 1080 
Type de rétroéclairage: LED directe 
Wi-Fi: Wi-Fi 802.11b / g / n 
Système TV (numérique terrestre): DVB-T / T2 
Ports USB: 2 (côté / empilage) 
Amplificateur de mouvement: Motionflow XR 200 
HDR (plage dynamique élevée): HDR10, HLG 
Consommation électrique (en veille): 0,5 W 
Consommation électrique (en fonctionnement): 117W"
TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3,Sony,"Téléviseur Sony 50 "" LED Smart UHD kdl50w660f",tv,Téléviseurs,361000,tv,jour,"50""",Type: LED | Taille: 50 pouces | Fonctions: Smart | Résolution: 4K UHD | Garantie: 12 mois,images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3-1.png,images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3-1.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3-4.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3-2.png;images/TELEVISEUR-SONY-50-LED-SMART-UHD-KDL50W660F-3-3.png,oui,"Taille de l’écran: 50 “ 
Résolution d’affichage: 1920 x 1080 
Type de rétroéclairage: LED directe 
Wi-Fi: Wi-Fi 802.11b / g / n 
Système TV (numérique terrestre): DVB-T / T2 
Ports USB: 2 (côté / empilage) 
Amplificateur de mouvement: Motionflow XR 200 
HDR (plage dynamique élevée): HDR10, HLG 
Consommation électrique (en veille): 0,5 W 
Consommation électrique (en fonctionnement): 117W"
TVSON50-50W660F,Sony,"Téléviseur Sony 50 "" LED Smart UHD kdl50w660f",tv,Téléviseurs,361000,tv,jour,"50""",Type: LED | Taille: 50 pouces | Fonctions: Smart | Résolution: 4K UHD | Garantie: 12 mois,images/TVSON50-50W660F-3.png,images/TVSON50-50W660F-3.png;images/TVSON50-50W660F-1.png;images/TVSON50-50W660F-4.png;images/TVSON50-50W660F-2.png,oui,"Taille de l’écran: 50 “ 
Résolution d’affichage: 1920 x 1080 
Type de rétroéclairage: LED directe 
Wi-Fi: Wi-Fi 802.11b / g / n 
Système TV (numérique terrestre): DVB-T / T2 
Ports USB: 2 (côté / empilage) 
Amplificateur de mouvement: Motionflow XR 200 
HDR (plage dynamique élevée): HDR10, HLG 
Consommation électrique (en veille): 0,5 W 
Consommation électrique (en fonctionnement): 117W"
TVSON55-KD55X75,Sony,"Téléviseur Sony 55 "" Smart google tv kd55x7500af1",tv,Téléviseurs,253000,tv,jour,"55""","Type: LED | Taille: 55 pouces | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSON55-KD55X75-3.png,images/TVSON55-KD55X75-3.png;images/TVSON55-KD55X75-1.png;images/TVSON55-KD55X75-4.png;images/TVSON55-KD55X75-2.png,oui,"Téléviseur Sony 55 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVSON55-KD55X80,Sony,Téléviseur Sony 55 LED Smart google tv kd55x8000haf1,tv,Téléviseurs,192500,tv,jour,,"Type: LED | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSON55-KD55X80-1.jpg,images/TVSON55-KD55X80-1.jpg,oui,"Téléviseur Sony, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVSON65-65KDX75,Sony,"Téléviseur Sony 65 "" Smart google tv kd65x75k/af1",tv,Téléviseurs,442000,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSON65-65KDX75-3.png,images/TVSON65-65KDX75-3.png;images/TVSON65-65KDX75-1.png;images/TVSON65-65KDX75-4.png;images/TVSON65-65KDX75-2.png;images/TVSON65-65KDX75-5.png,oui,"Téléviseur Sony 65 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVSON75-K75S31D,Sony,"Téléviseur Sony 75 "" Smart google tv 75s31d",tv,Téléviseurs,597000,tv,jour,"75""","Type: LED | Taille: 75 pouces | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSON75-K75S31D-1.png,images/TVSON75-K75S31D-1.png;images/TVSON75-K75S31D-4.png;images/TVSON75-K75S31D-2.png;images/TVSON75-K75S31D-5.png;images/TVSON75-K75S31D-3.png,oui,"Téléviseur Sony 75 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVSON98-K82501T,Sony,"Téléviseur Sony 98 "" Smart google tv k82501",tv,Téléviseurs,1579000,tv,jour,"98""","Type: LED | Taille: 98 pouces | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSON98-K82501T-2.png,images/TVSON98-K82501T-2.png;images/TVSON98-K82501T-1.png,oui,"Alimentation requise (tension/fréquence) : 50 Hz, 220 V – 240 V CA 
Taille de l'écran (en pouces, mesure de la diagonale) : 98&Prime; (97.5&Prime;) 
CONSOMMATION ÉLECTRIQUE (MODE VEILLE EN RÉSEAU) : 2,00 W (Wi-Fi®) / 2,00 W (réseau local) / 0,50 W (CEC) 
SMART TV : Google TV™ 
COMPATIBLE AVEC 360 SPATIAL SOUND PERSONALIZER : Oui (via Bluetooth) 
SYNCHRONISATION ACOUSTIC CENTER : Oui (barre de son Sony compatible) 
Formats audio Dolby® pris en charge : Dolby™ Audio, Dolby™ Atmos"
TVSTAR65-UH680G1,Autre marque,"Téléviseur star x 65 "" Smart google tv 65uh680g",tv,Téléviseurs,256000,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSTAR65-UH680G1-1.jpg,images/TVSTAR65-UH680G1-1.jpg,oui,"Téléviseur 65 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVSTAR75-UH680G1,Autre marque,"Téléviseur star x 75 "" Smart google tv 75uh680g",tv,Téléviseurs,441000,tv,jour,"75""","Type: LED | Taille: 75 pouces | Fonctions: Smart, Google TV | Garantie: 12 mois",images/TVSTAR75-UH680G1-1.jpg,images/TVSTAR75-UH680G1-1.jpg,oui,"Téléviseur 75 pouces, écran LED. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTCL32-32S4500,TCL,"Téléviseur TCL 32 "" Smart Android 4K UHD 32s4500a",tv,Téléviseurs,82000,tv,jour,"32""","Type: LED | Taille: 32 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTCL32-32S4500-3.png,images/TVTCL32-32S4500-3.png;images/TVTCL32-32S4500-1.jpg;images/TVTCL32-32S4500-2.png,oui,TV LCD à rétroéclairage LED Diagonale : 80 cm (31&Prime;) TV HD : 1366 x 768 Fluidité : Dalle 50/60Hz • Indice 400 (Picture Performance Index) Traitements spéciaux : HDR (HDR10) • Micro Dimming Système Audio 2.0 de 10 W RMS Tuner : TNT • Satellite • Câble Smart TV : AndroidTV • Lecteur multimédia TV Connectée : Wi-Fi • Bluetooth • DLNA v.1.5 Assistant : Assistant via Google Home Classe énergie : F | G (HDR)
TVTCL43-43S6800,TCL,"Téléviseur TCL 43 "" Smart s5400a",tv,Téléviseurs,132000,tv,jour,"43""",Type: LED | Taille: 43 pouces | Fonctions: Smart | Garantie: 12 mois,images/TVTCL43-43S6800-1.jpg,images/TVTCL43-43S6800-1.jpg,oui,· FHD · HDR10 · Sans lunette métallique · Dolby Audio · HDMI * 2 · WIFI · Bluetooth 5.0
TVTCL50-50P618A,TCL,"Téléviseur TCL 50 "" google tv QLED t 2k 50s5k",tv,Téléviseurs,189000,tv,jour,"50""",Type: QLED | Taille: 50 pouces | Fonctions: Google TV | Garantie: 12 mois,images/TVTCL50-50P618A-1.jpg,images/TVTCL50-50P618A-1.jpg,oui,"La fonction Smart Volume de TCL TV ajuste automatiquement le volume de programmation, éliminant ainsi les fluctuations sonores soudaines généralement rencontrées lors du changement de chaîne ou lorsque des publicités télévisées sont diffusées. Téléviseur TCL 4K 50 pouces – P635 UHD reproduit des images, des couleurs naturelles pour une expérience plus proche des reins. Avec un nombre de 3840×2160 pixels"
TVTCL55-55V6B0,TCL,"Téléviseur TCL 55 "" Smart google tv 4K UHD + voice control 55v6b/55v6d",tv,Téléviseurs,242000,tv,jour,"55""","Type: LED | Taille: 55 pouces | Fonctions: Smart, Google TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTCL55-55V6B0-1.jpg,images/TVTCL55-55V6B0-1.jpg;images/TVTCL55-55V6B0-4.png;images/TVTCL55-55V6B0-2.png;images/TVTCL55-55V6B0-5.png;images/TVTCL55-55V6B0-3.png,oui,"Smart TV : Google TV (Google TV est un système d'exploitation pour télévision , créé par Google. Son retour, en remplacement d'Android TV,)• Lecteur multimédia Diagonale : 139 cm (55&Prime;) 10 bits TV Ultra HD (4K) : 3840 x 2160 Fluidité : Dalle 50/60Hz • Indice 2400 (Picture Performance Index) Traitements spéciaux : Smart HDR (HDR10, HDR HLG) • Micro Dimming Système Audio 2.0 de 20 W RMS Tuner : TNT • Satellite • Câble TV Connectée : Wi-Fi • Bluetooth • DLNA v.1.5 Assistant : Assistant via Google Home Série / Design : Bezel Less Classe énergie : E | G (HDR)"
TVTCL65-65V6DZX,TCL,"Téléviseur TCL 65 "" Smart google tv 4K + voice control 65v6d zxm",tv,Téléviseurs,331500,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Google TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTCL65-65V6DZX-1.png,images/TVTCL65-65V6DZX-1.png;images/TVTCL65-65V6DZX-2.png,oui,"Téléviseur TCL 65 pouces, écran LED 4K UHD. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Résolution 4K, quatre fois plus de détails qu'un écran Full HD. Commande vocale : recherche de chaînes et d'applications à la voix. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTCL65-65P618A,TCL,"Téléviseur TCL 65 "" Smart google tv 4K 65p755 / 65v6c",tv,Téléviseurs,331500,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Google TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTCL65-65P618A-1.jpg,images/TVTCL65-65P618A-1.jpg,oui,"Technologies d’affichage LED, HDR Résolution 3.840 x 2.160 pixels Taille de l’écran 65 pouces GOOGLE TV (Google TV est un système d'exploitation pour télévision , créé par Google. Son retour, en remplacement d'Android TV,) Diagonale de l’écran (cm)165 cm Spécificités image 4K Ultra HD, Micro Dimming Luminosité 290 cd/m² Rétroéclairage LED Formats image Sport, Jeux, Film Formats d’image 16:9 Format HDR compatible HDR HLG"
TVTCL75-75P7250,TCL,"Téléviseur TCL 75 "" Smart google tv 4K 75p755",tv,Téléviseurs,494200,tv,jour,"75""","Type: LED | Taille: 75 pouces | Fonctions: Smart, Google TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTCL75-75P7250-1.jpg,images/TVTCL75-75P7250-1.jpg;images/TVTCL75-75P7250-2.jpg,oui,"Smart TV : Google TV (Google TV est un système d'exploitation pour télévision , créé par Google. Son retour, en remplacement d'Android TV,) • Lecteur multimédia Diagonale : 189 cm (74&Prime;) 10 bits TV Ultra HD (4K) : 3840 x 2160 Fluidité : Dalle 50Hz • Indice 2300 (Picture Performance Index) Traitements spéciaux : HDR (HDR10, HDR HLG) • Dimming Système Audio 2.0 de 30 W RMS Tuner : TNT • Satellite • Câble TV Connectée : Navigateur Internet • Wi-Fi • Bluetooth • DLNA v.1.5 Assistant : Google Classe énergie : F | G (HDR)"
TVTCL75-75P6350,TCL,"Téléviseur TCL 75 "" Smart QLED UHD 4K 75p635/75p7k/75t6d",tv,Téléviseurs,646000,tv,jour,"75""",Type: QLED | Taille: 75 pouces | Fonctions: Smart | Résolution: 4K UHD | Garantie: 12 mois,images/TVTCL75-75P6350-1.png,images/TVTCL75-75P6350-1.png;images/TVTCL75-75P6350-2.png,oui,"Téléviseur TCL 75 pouces, dalle QLED 4K UHD. Smart TV : accès direct à YouTube, Netflix et aux applications de streaming via le Wi-Fi, sans décodeur supplémentaire. Résolution 4K, quatre fois plus de détails qu'un écran Full HD. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTCL85-85P7LZX,TCL,"Téléviseur TCL 85 "" google tv QLED 4K + voice control 85p7l zxm",tv,Téléviseurs,946000,tv,jour,"85""",Type: QLED | Taille: 85 pouces | Fonctions: Google TV | Résolution: 4K UHD | Garantie: 12 mois,images/TVTCL85-85P7LZX-2.png,images/TVTCL85-85P7LZX-2.png;images/TVTCL85-85P7LZX-3.png;images/TVTCL85-85P7LZX-1.png;images/TVTCL85-85P7LZX-4.png,oui,"Téléviseur TCL 85 pouces, dalle QLED 4K UHD. Résolution 4K, quatre fois plus de détails qu'un écran Full HD. Commande vocale : recherche de chaînes et d'applications à la voix. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTCL85-SMART4K,TCL,"Téléviseur TCL 85 "" google tv QLED 4K p745 / 85c655zxm",tv,Téléviseurs,946000,tv,jour,"85""",Type: QLED | Taille: 85 pouces | Fonctions: Google TV | Résolution: 4K UHD | Garantie: 12 mois,images/TVTCL85-SMART4K-1.jpg,images/TVTCL85-SMART4K-1.jpg,oui,"Smart TV : Google TV (Google TV est un système d'exploitation pour télévision , créé par Google. Son retour, en remplacement d'Android TV,) Fluidité : Dalle 50Hz • Indice 2300 (Picture Performance Index) Traitements spéciaux : HDR (HDR10, HDR HLG) • Dimming Système Audio 2.0 de 30 W RMS Tuner : TNT • Satellite • Câble TV Connectée : Navigateur Internet • Wi-Fi • Bluetooth • DLNA v.1.5 . Compatible Dolby Vision et HDR10+, il intègre Google TV, Google Assistant et un module Chromecast pour un accès facile aux contenus en streaming. Les ports HDMI 2.1 supportent les jeux vidéo en 4K 120 Hz et la TV offre une expérience audio immersive grâce au Dolby Atmos et DTS Virtual:X."
TVTCL98-98C655U,TCL,"Téléviseur TCL 98 "" QLED ultra 4K 98c655",tv,Téléviseurs,1341900,tv,jour,"98""",Type: QLED | Taille: 98 pouces | Résolution: 4K UHD | Garantie: 12 mois,images/TVTCL98-98C655U-3.png,images/TVTCL98-98C655U-3.png;images/TVTCL98-98C655U-1.jpg;images/TVTCL98-98C655U-4.png;images/TVTCL98-98C655U-2.png;images/TVTCL98-98C655U-5.png,oui,"Téléviseur TCL 98 pouces, dalle QLED 4K UHD. Résolution 4K, quatre fois plus de détails qu'un écran Full HD. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTEK32-32V6WEG,Autre marque,"Téléviseur teko 32 "" google tv 32v6wegtw",tv,Téléviseurs,61500,tv,jour,"32""",Type: LED | Taille: 32 pouces | Fonctions: Google TV | Garantie: 12 mois,images/TVTEK32-32V6WEG-1.jpg,images/TVTEK32-32V6WEG-1.jpg,oui,"Téléviseur 32 pouces, écran LED. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTEK43-43V6WEG,Autre marque,"Téléviseur teko 43 "" google tv 43v6wegtw",tv,Téléviseurs,102000,tv,jour,"43""",Type: LED | Taille: 43 pouces | Fonctions: Google TV | Garantie: 12 mois,images/TVTEK43-43V6WEG-1.jpg,images/TVTEK43-43V6WEG-1.jpg,oui,"Téléviseur 43 pouces, écran LED. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTEK55-55V6F2G,Autre marque,"Téléviseur teko 55 "" google tv 55v6f2gtw",tv,Téléviseurs,187000,tv,jour,"55""",Type: LED | Taille: 55 pouces | Fonctions: Google TV | Garantie: 12 mois,images/TVTEK55-55V6F2G-1.jpg,images/TVTEK55-55V6F2G-1.jpg,oui,"Téléviseur 55 pouces, écran LED. Entrées HDMI et USB pour décodeur, console ou clé USB. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
TVTOR32-ANTICAS,Autre marque,"Téléviseur torl 32 "" Smart Android anti casse secam dvbt2",tv,Téléviseurs,61500,tv,jour,"32""","Type: LED | Taille: 32 pouces | Fonctions: Smart, Android TV | Garantie: 12 mois",images/TVTOR32-ANTICAS-1.jpg,images/TVTOR32-ANTICAS-1.jpg,oui,"Panel Display: 32* ANTI CASSE ﻿﻿﻿STYLE FRAMELESS TV Analog TV system: SECAM Analog audio system: K1 Digital TV system: DVB-T2 Smart Android"
TVTOR65-SMARTTV,Autre marque,"Téléviseur torl 65 "" Smart Android 4K",tv,Téléviseurs,256000,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTOR65-SMARTTV-1.jpg,images/TVTOR65-SMARTTV-1.jpg,oui,"1. Panel Display: 65* 
2.Resolution:3840*2160 
3.STYLE FRAMELESS TV 
4.Analog TV system: SECAM 
5. Analog audio system: K1 
6. Digital TV system: DVB-T2 
7.Smart Android 11 1G+8G"
TVTOR75-SMARTTV,Autre marque,"Téléviseur torl 75 "" Smart Android 4K",tv,Téléviseurs,441000,tv,jour,"75""","Type: LED | Taille: 75 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTOR75-SMARTTV-1.jpg,images/TVTOR75-SMARTTV-1.jpg,oui,"1. Panel Display: 75* 2.Resolution: 3840*2160 ﻿﻿﻿3.STYLE FRAMELESS TV 4.﻿﻿Analog TV system: SECAM 5. Analog audio system: K1 6. Digital TV system: DVB-T2 7.Smart Android 11 1G+8G"
TVTOR85-SMARTTV,Autre marque,"Téléviseur torl 85 "" Smart Android 4K",tv,Téléviseurs,820000,tv,jour,"85""","Type: LED | Taille: 85 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVTOR85-SMARTTV-1.jpg,images/TVTOR85-SMARTTV-1.jpg,oui,"1. Panel Display: 85* 2.Resolution:3840*2160 ﻿﻿﻿3.STYLE FRAMELESS TV 4.﻿﻿Analog TV system: SECAM 5. Analog audio system: K1 6. Digital TV system: DVB-T2 7.Smart Android 11 1G+8G"
TVWES32-TV32LED,Autre marque,"Téléviseur west 32 "" LED",tv,Téléviseurs,61500,tv,jour,"32""",Type: LED | Taille: 32 pouces | Garantie: 12 mois,images/TVWES32-TV32LED-1.jpg,images/TVWES32-TV32LED-1.jpg,oui,Télévision WEST Résolution 1366 x 768 3 Ports HDMI 2 Ports USB
TVWES65-65ZBC8W,Autre marque,"Téléviseur west 65 "" Smart Android 65zbyyw",tv,Téléviseurs,256000,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Android TV | Garantie: 12 mois",images/TVWES65-65ZBC8W-1.jpg,images/TVWES65-65ZBC8W-1.jpg,oui,Télévision smart android Référence : 65ZBC8W TNT et récepteurs intégrés Dolby Digital Résolution 1366 x 768 3 Ports HDMI 2 Ports USB
TVWIW32-32QBR1W,Wiwlil,"Téléviseur Wiwlil 32 "" Smart 32qbr1w",tv,Téléviseurs,62300,tv,jour,"32""",Type: LED | Taille: 32 pouces | Fonctions: Smart | Garantie: 12 mois,images/TVWIW32-32QBR1W-1.jpg,images/TVWIW32-32QBR1W-1.jpg,oui,"Marque : WIWlil Taille d’écran : 32 pouces Résolution : 1920 x 1080 pixels Pouces en Cm: 81 Largeur: 73cm Hauteur: 43cm Connectivité : USB, HDMI, Netflix, YouTube, ect"
TVWIL55-55QBQ6W,Wiwlil,"Téléviseur Wiwlil 55 "" Smart 55qbq6w",tv,Téléviseurs,183500,tv,jour,"55""",Type: LED | Taille: 55 pouces | Fonctions: Smart | Garantie: 12 mois,images/TVWIL55-55QBQ6W-1.jpg,images/TVWIL55-55QBQ6W-1.jpg,oui,"Marque : WIWlil Taille d’écran : 55 pouces Résolution : 3840 x 2160 pixels Pouces en Cm: 140 Largeur: 123cm Hauteur: 71cm Rétroéclairage Led Connectivité: Wifi Connectivité : USB, HDMI, Netflix, YouTube, ect Le téléviseur écran plat de WIWLIL va transformer votre salon en un centre de divertissement multimédia. Plus que la taille de l’écran, c’est la qualité de l’image qui est déterminante dans le choix de votre écran plat. C’est le critère n°1 à prendre en compte ! Une qualité d’image optimale vous permet de tirer le meilleur parti de vos sources Haute Définition."
TVWIL65-65QBF1W,Wiwlil,"Téléviseur Wiwlil 65 "" Smart 65qbf1w",tv,Téléviseurs,252800,tv,jour,"65""",Type: LED | Taille: 65 pouces | Fonctions: Smart | Garantie: 12 mois,images/TVWIL65-65QBF1W-1.jpg,images/TVWIL65-65QBF1W-1.jpg,oui,"Marque : WIWlil Taille d’écran : 65 pouces Résolution : 3840 x 2160 pixels Pouces en Cm: 165 Largeur: 145cm Hauteur: 83cm Rétroéclairage Led Connectivité: Wifi Connectivité : USB, HDMI, Netflix, YouTube, ect Le téléviseur écran plat de WIWLIL va transformer votre salon en un centre de divertissement multimédia. Plus que la taille de l’écran, c’est la qualité de l’image qui est déterminante dans le choix de votre écran plat. C’est le critère n°1 à prendre en compte ! Une qualité d’image optimale vous permet de tirer le meilleur parti de vos sources Haute Définition."
TVWIW75-75ANTI0,Wiwlil,"Téléviseur Wiwlil 75 "" Smart Android 4K ultra HD anticasse",tv,Téléviseurs,441000,tv,jour,"75""","Type: LED | Taille: 75 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVWIW75-75ANTI0-1.jpg,images/TVWIW75-75ANTI0-1.jpg,oui,"ANDROID 14 YOUTUBE, PRIME VIDEO, WIFI, NETFLIX, 4K ULTRA HD : 3840X2160 PIXELS HDR 10 USB PLAYER DOLBY AUDIO MPEG 4 SLIM 16:9 ÉCONOMIE D'ÉNERGIE"
TVWOW65-65SMART,Wow,"Téléviseur Wow 65 "" Smart Android 4K wa65su7200c3",tv,Téléviseurs,265000,tv,jour,"65""","Type: LED | Taille: 65 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVWOW65-65SMART-3.jpg,images/TVWOW65-65SMART-3.jpg;images/TVWOW65-65SMART-1.jpg;images/TVWOW65-65SMART-4.jpg;images/TVWOW65-65SMART-2.jpg;images/TVWOW65-65SMART-5.jpg,oui,"Type de produit : TV DLED Marque : WOW Modèle : WA65SU7200C3 Smart TV Écran : 65 pouces (165 cm) Résolution d'affichage : 4K Ultra HD 3840 x 2160 pixels Haut-parleurs : 8W + 8W HDMI : x3 USB : x2 Rapport hauteur/largeur : 16:9 Luminosité : 250 ± 10 % Contraste : 3000:1 Angle de vision : 176 ° (H) X 176 ° (V) Couleurs : 16,7 millions Temps de réponse : 6,5 ms Fréquence : 60 Hz Entrée audio (RCA) (L/R) : x2 Vidéo (RCA) Entrée : x2 Alimentation : 100-240 V~ 50/60 Hz Dimensions : 145,25 x 28,12 x 89,23 cm Poids : 17,5 kg"
